16366,6055.76911333771
16367,5485.068239762739
16368,6261.399904047707
16369,4922.856764075659
16370,7654.5837797422255
16371,4993.544450713111
16372,4279.593428118327
16373,4715.535239179962
16374,7015.820780101052
16375,6005.622065484244
16377,7109.8027827715805
16378,3274.6294748791915
16379,9250.72525417052
16380,6398.88174979809
16381,6352.978671803216
16383,5947.61829980224
16386,4014.7076027917137
16387,15714.190243734702
16388,6024.292067715105
16389,5588.860647923306
16390,3274.6294748791915
16391,4249.546398208546
16392,12577.619382785368
16393,3930.8047029613444
16395,14735.930338327758
16396,4382.042240368406
16397,7082.52971153315
16399,6393.378635390094
16401,4606.028083534895
16402,6720.762056390722
16404,12634.762020598944
16405,5488.217118500264
16406,4349.375242365848
16407,3566.415967003599
16408,4731.794879140132
16409,5946.576907467013
16410,6233.677698611991
16411,3274.681133228125
16412,5441.94216232398
16413,4384.23020821066
16414,12005.116180379006
16415,4173.569746743038
16416,4897.261722926318
16417,15021.281973245916
16418,4572.96273841875
16419,5277.638398488407
16420,6256.695944016423
16421,6254.457658117902
16422,5852.88017494393
16423,4693.25949012254
16424,6911.682554441067
16425,5282.653684943043
16426,12660.68429346462
16427,5780.975117094331
16429,3912.8701022479927
16431,5859.500475926172
16432,6919.589710663194
16433,5803.798655315775
16434,5976.936766515375
16435,7004.262100389905
16436,11940.258839865885
